Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR,HTR,B365H,B365D,B365A,B365>2.5,B365<2.5
E0,2022-08-27,12:30:00,Southampton,Man United,0,1,0.0,0.0,A,D,4.2,4.0,1.8,1.57,2.37
E0,2022-08-27,15:00:00,Brentford,Everton,1,1,0.0,1.0,D,A,2.0,3.5,3.75,2.06,1.84
E0,2022-08-27,15:00:00,Brighton,Leeds,1,0,0.0,0.0,H,D,1.9,3.8,3.8,1.88,2.02
E0,2022-08-27,15:00:00,Chelsea,Leicester,2,1,0.0,0.0,H,D,1.4,5.0,7.0,1.61,2.3
E0,2022-08-27,15:00:00,Liverpool,Bournemouth,9,0,5.0,0.0,H,H,1.1,10.0,26.0,1.36,3.2
E0,2022-08-27,15:00:00,Man City,Crystal Palace,4,2,0.0,2.0,H,A,1.18,7.5,13.0,1.44,2.75
E0,2022-08-27,17:30:00,Arsenal,Fulham,2,1,0.0,0.0,H,D,1.3,5.75,9.0,1.5,2.62
E0,2022-08-28,14:00:00,Aston Villa,West Ham,0,1,0.0,0.0,A,D,2.3,3.4,3.1,1.91,1.99
E0,2022-08-28,14:00:00,Wolves,Newcastle,1,1,1.0,0.0,D,H,2.7,3.3,2.7,2.1,1.72
E0,2022-08-28,16:30:00,Nott'm Forest,Tottenham,0,2,0.0,1.0,A,A,7.0,4.6,1.44,1.72,2.1
E0,2022-08-30,19:30:00,Crystal Palace,Brentford,1,1,0.0,0.0,D,D,2.05,3.4,3.6,2.1,1.72
E0,2022-08-30,19:30:00,Fulham,Brighton,2,1,0.0,0.0,H,D,3.1,3.3,2.3,2.01,1.89
E0,2022-08-30,19:45:00,Southampton,Chelsea,2,1,2.0,1.0,H,H,5.25,4.0,1.61,1.72,2.1
E0,2022-08-30,20:00:00,Leeds,Everton,1,1,0.0,1.0,D,A,2.15,3.5,3.3,1.87,2.03
E0,2022-08-31,19:30:00,Arsenal,Aston Villa,2,1,1.0,0.0,H,H,1.45,4.5,6.0,1.72,2.1
E0,2022-08-31,19:30:00,Bournemouth,Wolves,0,0,0.0,0.0,D,D,3.5,3.3,2.15,2.1,1.72
E0,2022-08-31,19:30:00,Man City,Nott'm Forest,6,0,3.0,0.0,H,H,1.06,13.0,29.0,1.22,4.33
E0,2022-08-31,19:45:00,West Ham,Tottenham,1,1,0.0,1.0,D,A,3.6,3.8,1.95,1.72,2.1
E0,2022-08-31,20:00:00,Liverpool,Newcastle,2,1,0.0,1.0,H,A,1.33,5.25,9.0,1.5,2.62
E0,2022-09-01,20:00:00,Leicester,Man United,0,1,0.0,1.0,A,A,3.4,3.75,2.05,1.66,2.2
E0,2022-09-03,12:30:00,Everton,Liverpool,0,0,0.0,0.0,D,D,7.0,4.75,1.4,1.57,2.37
E0,2022-09-03,15:00:00,Brentford,Leeds,5,2,2.0,1.0,H,H,2.1,3.5,3.4,1.72,2.1
E0,2022-09-03,15:00:00,Chelsea,West Ham,2,1,0.0,0.0,H,D,1.55,4.5,5.5,1.72,2.1
E0,2022-09-03,15:00:00,Newcastle,Crystal Palace,0,0,0.0,0.0,D,D,2.0,3.5,3.75,2.0,1.8
E0,2022-09-03,15:00:00,Nott'm Forest,Bournemouth,2,3,2.0,0.0,A,H,1.95,3.5,3.8,2.1,1.72
E0,2022-09-03,15:00:00,Tottenham,Fulham,2,1,1.0,0.0,H,H,1.5,4.5,6.5,1.61,2.3
E0,2022-09-03,15:00:00,Wolves,Southampton,1,0,1.0,0.0,H,H,2.2,3.4,3.25,2.04,1.86
E0,2022-09-03,17:30:00,Aston Villa,Man City,1,1,0.0,0.0,D,D,8.0,5.5,1.33,1.53,2.5
E0,2022-09-04,14:00:00,Brighton,Leicester,5,2,2.0,2.0,H,D,1.83,3.5,4.5,2.01,1.89
E0,2022-09-04,16:30:00,Man United,Arsenal,3,1,1.0,0.0,H,H,2.5,3.5,2.7,1.66,2.2
E0,2022-09-16,20:00:00,Aston Villa,Southampton,1,0,1.0,0.0,H,H,2.1,3.5,3.5,1.88,2.02
E0,2022-09-16,20:00:00,Nott'm Forest,Fulham,2,3,1.0,0.0,A,H,2.75,3.3,2.62,1.93,1.97
E0,2022-09-17,12:30:00,Wolves,Man City,0,3,0.0,2.0,A,A,9.5,5.0,1.33,1.57,2.37
E0,2022-09-17,15:00:00,Newcastle,Bournemouth,1,1,0.0,0.0,D,D,1.44,4.4,7.5,1.87,2.03
E0,2022-09-17,17:30:00,Tottenham,Leicester,6,2,2.0,2.0,H,D,1.45,4.5,7.0,1.57,2.37
E0,2022-09-18,12:00:00,Brentford,Arsenal,0,3,0.0,2.0,A,A,4.2,3.8,1.8,1.66,2.2
E0,2022-09-18,14:15:00,Everton,West Ham,1,0,0.0,0.0,H,D,2.9,3.25,2.5,2.06,1.84
E0,2022-10-01,12:30:00,Arsenal,Tottenham,3,1,1.0,1.0,H,D,2.05,3.75,3.3,1.72,2.1
E0,2022-10-01,15:00:00,Bournemouth,Brentford,0,0,0.0,0.0,D,D,3.3,3.4,2.2,2.02,1.88
E0,2022-10-01,15:00:00,Crystal Palace,Chelsea,1,2,1.0,1.0,A,D,4.2,3.6,1.85,2.1,1.72
E0,2022-10-01,15:00:00,Fulham,Newcastle,1,4,0.0,3.0,A,A,3.0,3.4,2.37,1.91,1.99
E0,2022-10-01,15:00:00,Liverpool,Brighton,3,3,1.0,2.0,D,A,1.33,5.25,8.5,1.53,2.5
E0,2022-10-01,15:00:00,Southampton,Everton,1,2,0.0,0.0,A,D,2.15,3.4,3.4,2.04,1.86
E0,2022-10-01,17:30:00,West Ham,Wolves,2,0,1.0,0.0,H,H,1.95,3.5,4.2,2.2,1.66
E0,2022-10-02,14:00:00,Man City,Man United,6,3,4.0,0.0,H,H,1.33,5.75,7.5,1.44,2.75
E0,2022-10-02,16:30:00,Leeds,Aston Villa,0,0,0.0,0.0,D,D,2.35,3.4,3.0,1.8,2.0
E0,2022-10-03,20:00:00,Leicester,Nott'm Forest,4,0,3.0,0.0,H,H,1.75,4.0,4.33,1.66,2.2
E0,2022-10-08,15:00:00,Bournemouth,Leicester,2,1,0.0,1.0,H,A,3.6,3.4,2.05,1.8,2.0
E0,2022-10-08,15:00:00,Chelsea,Wolves,3,0,1.0,0.0,H,H,1.4,4.5,8.0,1.87,2.03
E0,2022-10-08,15:00:00,Man City,Southampton,4,0,2.0,0.0,H,H,1.11,10.0,17.0,1.25,4.0
E0,2022-10-08,15:00:00,Newcastle,Brentford,5,1,2.0,0.0,H,H,1.83,3.8,4.2,1.72,2.1
E0,2022-10-08,17:30:00,Brighton,Tottenham,0,1,0.0,1.0,A,A,2.8,3.4,2.5,1.88,2.02
E0,2022-10-09,14:00:00,Crystal Palace,Leeds,2,1,1.0,1.0,H,D,2.05,3.5,3.6,1.86,2.04
E0,2022-10-09,14:00:00,West Ham,Fulham,3,1,1.0,1.0,H,D,1.72,3.8,4.75,1.8,2.0
E0,2022-10-09,16:30:00,Arsenal,Liverpool,3,2,2.0,1.0,H,H,2.5,3.6,2.62,1.57,2.37
E0,2022-10-09,19:00:00,Everton,Man United,1,2,1.0,2.0,A,A,3.6,3.5,2.05,1.88,2.02
E0,2022-10-10,20:00:00,Nott'm Forest,Aston Villa,1,1,1.0,1.0,D,D,3.3,3.4,2.2,2.03,1.87
E0,2022-10-14,20:00:00,Brentford,Brighton,2,0,1.0,0.0,H,H,3.1,3.4,2.3,1.97,1.93
E0,2022-10-15,12:30:00,Leicester,Crystal Palace,0,0,0.0,0.0,D,D,2.3,3.4,3.1,1.89,2.01
E0,2022-10-15,15:00:00,Fulham,Bournemouth,2,2,1.0,2.0,D,A,1.85,3.75,4.0,1.96,1.94
E0,2022-10-15,15:00:00,Wolves,Nott'm Forest,1,0,0.0,0.0,H,D,1.7,3.75,5.0,2.06,1.84
E0,2022-10-15,17:30:00,Tottenham,Everton,2,0,0.0,0.0,H,D,1.5,4.5,6.5,1.72,2.1
E0,2022-10-16,14:00:00,Aston Villa,Chelsea,0,2,0.0,1.0,A,A,4.33,3.75,1.8,2.03,1.87
E0,2022-10-16,14:00:00,Leeds,Arsenal,0,1,0.0,1.0,A,A,6.0,4.2,1.55,1.61,2.3
E0,2022-10-16,14:00:00,Man United,Newcastle,0,0,0.0,0.0,D,D,1.95,3.8,3.5,1.72,2.1
E0,2022-10-16,14:00:00,Southampton,West Ham,1,1,1.0,0.0,D,H,2.9,3.4,2.4,2.0,1.9
E0,2022-10-16,16:30:00,Liverpool,Man City,1,0,0.0,0.0,H,D,3.6,4.0,1.9,1.44,2.75
E0,2022-10-18,19:30:00,Brighton,Nott'm Forest,0,0,0.0,0.0,D,D,1.4,4.75,7.0,1.72,2.1
E0,2022-10-18,20:15:00,Crystal Palace,Wolves,2,1,0.0,1.0,H,A,2.25,3.1,3.4,2.5,1.53
E0,2022-10-19,19:30:00,Bournemouth,Southampton,0,1,0.0,1.0,A,A,2.62,3.3,2.62,2.0,1.8
E0,2022-10-19,19:30:00,Brentford,Chelsea,0,0,0.0,0.0,D,D,4.75,3.8,1.72,1.88,2.02
E0,2022-10-19,19:30:00,Liverpool,West Ham,1,0,1.0,0.0,H,H,1.4,5.0,7.0,1.5,2.62
E0,2022-10-19,19:30:00,Newcastle,Everton,1,0,1.0,0.0,H,H,1.6,3.8,5.75,1.92,1.98
E0,2022-10-19,20:15:00,Man United,Tottenham,2,0,0.0,0.0,H,D,2.45,3.5,2.75,1.72,2.1
E0,2022-10-20,19:30:00,Fulham,Aston Villa,3,0,1.0,0.0,H,H,2.9,3.3,2.5,2.0,1.9
E0,2022-10-20,20:15:00,Leicester,Leeds,2,0,2.0,0.0,H,H,2.25,3.6,3.0,1.72,2.1
E0,2022-10-22,12:30:00,Nott'm Forest,Liverpool,1,0,0.0,0.0,H,D,11.0,6.0,1.25,1.5,2.62
E0,2022-10-22,15:00:00,Everton,Crystal Palace,3,0,1.0,0.0,H,H,2.6,3.2,2.87,2.2,1.66
E0,2022-10-22,15:00:00,Man City,Brighton,3,1,2.0,0.0,H,H,1.2,7.0,13.0,1.44,2.75
E0,2022-10-22,17:30:00,Chelsea,Man United,1,1,0.0,0.0,D,D,2.05,3.5,3.5,1.91,1.99
E0,2022-10-23,14:00:00,Aston Villa,Brentford,4,0,3.0,0.0,H,H,2.1,3.5,3.5,1.94,1.96
E0,2022-10-23,14:00:00,Leeds,Fulham,2,3,1.0,1.0,A,D,2.05,3.5,3.6,1.72,2.1
E0,2022-10-23,14:00:00,Southampton,Arsenal,1,1,0.0,1.0,D,A,6.0,4.0,1.57,1.66,2.2
E0,2022-10-23,14:00:00,Wolves,Leicester,0,4,0.0,2.0,A,A,2.25,3.25,3.25,2.0,1.9
E0,2022-10-23,16:30:00,Tottenham,Newcastle,1,2,0.0,2.0,A,A,2.05,3.5,3.5,1.92,1.98
E0,2022-10-24,20:00:00,West Ham,Bournemouth,2,0,1.0,0.0,H,H,1.55,4.0,6.0,2.01,1.89
E0,2022-10-29,12:30:00,Leicester,Man City,0,1,0.0,0.0,A,D,10.0,6.5,1.25,1.44,2.75
E0,2022-10-29,15:00:00,Bournemouth,Tottenham,2,3,1.0,0.0,A,H,5.0,3.8,1.7,1.96,1.94
E0,2022-10-29,15:00:00,Brentford,Wolves,1,1,0.0,0.0,D,D,2.2,3.4,3.3,2.01,1.89
E0,2022-10-29,15:00:00,Brighton,Chelsea,4,1,3.0,0.0,H,H,3.0,3.3,2.4,2.1,1.72
E0,2022-10-29,15:00:00,Crystal Palace,Southampton,1,0,1.0,0.0,H,H,1.9,3.6,4.0,2.06,1.84
E0,2022-10-29,15:00:00,Newcastle,Aston Villa,4,0,1.0,0.0,H,H,1.8,3.75,4.5,1.94,1.96
E0,2022-10-29,17:30:00,Fulham,Everton,0,0,0.0,0.0,D,D,2.37,3.4,3.0,1.87,2.03
E0,2022-10-29,19:45:00,Liverpool,Leeds,1,2,1.0,1.0,A,D,1.3,6.0,9.0,1.36,3.2
E0,2022-10-30,14:00:00,Arsenal,Nott'm Forest,5,0,1.0,0.0,H,H,1.2,7.0,12.0,1.5,2.62
E0,2022-10-30,16:15:00,Man United,West Ham,1,0,1.0,0.0,H,H,1.66,4.0,4.8,1.86,2.04
E0,2022-11-05,15:00:00,Leeds,Bournemouth,4,3,1.0,2.0,H,A,1.72,3.8,4.75,1.8,2.0
E0,2022-11-05,15:00:00,Man City,Fulham,2,1,1.0,1.0,H,D,1.11,9.5,19.0,1.28,3.75
E0,2022-11-05,15:00:00,Nott'm Forest,Brentford,2,2,1.0,1.0,D,D,2.75,3.3,2.6,2.03,1.87
E0,2022-11-05,15:00:00,Wolves,Brighton,2,3,2.0,2.0,A,D,3.3,3.3,2.25,2.1,1.72
E0,2022-11-05,17:30:00,Everton,Leicester,0,2,0.0,1.0,A,A,2.4,3.3,3.0,2.0,1.8
E0,2022-11-06,12:00:00,Chelsea,Arsenal,0,1,0.0,0.0,A,D,2.55,3.4,2.7,1.93,1.97
E0,2022-11-06,14:00:00,Aston Villa,Man United,3,1,2.0,1.0,H,H,3.3,3.8,2.1,1.94,1.96
E0,2022-11-06,14:00:00,Southampton,Newcastle,1,4,0.0,1.0,A,A,4.0,3.6,1.9,1.95,1.95
E0,2022-11-06,14:00:00,West Ham,Crystal Palace,1,2,1.0,1.0,A,D,1.9,3.4,4.2,2.1,1.72
E0,2022-11-06,16:30:00,Tottenham,Liverpool,1,2,0.0,2.0,A,A,3.3,3.6,2.1,1.66,2.2
E0,2022-11-12,12:30:00,Man City,Brentford,1,2,1.0,1.0,A,D,1.14,8.0,17.0,1.36,3.2
E0,2022-11-12,15:00:00,Bournemouth,Everton,3,0,2.0,0.0,H,H,2.8,3.25,2.6,2.1,1.72
E0,2022-11-12,15:00:00,Liverpool,Southampton,3,1,3.0,1.0,H,H,1.25,6.5,11.0,1.4,3.0
E0,2022-11-12,15:00:00,Nott'm Forest,Crystal Palace,1,0,0.0,0.0,H,D,3.1,3.1,2.45,2.2,1.66
E0,2022-11-12,15:00:00,Tottenham,Leeds,4,3,1.0,2.0,H,A,1.65,4.2,4.75,1.61,2.3
E0,2022-11-12,15:00:00,West Ham,Leicester,0,2,0.0,1.0,A,A,2.05,3.4,3.75,1.99,1.91
E0,2022-11-12,17:30:00,Newcastle,Chelsea,1,0,0.0,0.0,H,D,2.35,3.4,3.0,1.98,1.92
E0,2022-11-12,19:45:00,Wolves,Arsenal,0,2,0.0,0.0,A,D,6.0,4.2,1.55,1.8,2.0
E0,2022-11-13,14:00:00,Brighton,Aston Villa,1,2,1.0,1.0,A,D,1.83,3.75,4.2,1.96,1.94
E0,2022-11-13,16:30:00,Fulham,Man United,1,2,0.0,1.0,A,A,3.8,3.8,1.9,1.61,2.3
E0,2022-12-26,12:30:00,Brentford,Tottenham,2,2,1.0,0.0,D,H,4.0,3.6,1.91,1.8,2.0
E0,2022-12-26,15:00:00,Crystal Palace,Fulham,0,3,0.0,1.0,A,A,2.05,3.6,3.5,2.02,1.88
E0,2022-12-26,15:00:00,Everton,Wolves,1,2,1.0,1.0,A,D,2.3,3.25,3.2,2.2,1.67
E0,2022-12-26,15:00:00,Leicester,Newcastle,0,3,0.0,3.0,A,A,3.25,3.5,2.2,1.86,2.04
E0,2022-12-26,15:00:00,Southampton,Brighton,1,3,0.0,2.0,A,A,3.3,3.5,2.15,1.94,1.96
E0,2022-12-26,17:30:00,Aston Villa,Liverpool,1,3,0.0,2.0,A,A,4.75,4.0,1.7,1.67,2.2
E0,2022-12-26,20:00:00,Arsenal,West Ham,3,1,0.0,1.0,H,A,1.5,4.33,6.5,1.73,2.1
E0,2022-12-27,17:30:00,Chelsea,Bournemouth,2,0,2.0,0.0,H,H,1.3,5.5,10.0,1.67,2.2
E0,2022-12-27,20:00:00,Man United,Nott'm Forest,3,0,2.0,0.0,H,H,1.29,5.5,11.0,1.67,2.2
E0,2022-12-28,20:00:00,Leeds,Man City,1,3,0.0,1.0,A,A,9.5,6.0,1.29,1.44,2.75
E0,2022-12-30,19:45:00,West Ham,Brentford,0,2,0.0,2.0,A,A,2.0,3.6,3.6,1.98,1.95
E0,2022-12-30,20:00:00,Liverpool,Leicester,2,1,2.0,1.0,H,H,1.29,6.0,9.5,1.44,2.75
E0,2022-12-31,12:30:00,Wolves,Man United,0,1,0.0,0.0,A,D,4.0,3.6,1.91,2.03,1.9
E0,2022-12-31,15:00:00,Bournemouth,Crystal Palace,0,2,0.0,2.0,A,A,2.8,3.3,2.5,2.1,1.73
E0,2022-12-31,15:00:00,Fulham,Southampton,2,1,1.0,0.0,H,H,1.95,3.6,3.75,1.73,2.1
E0,2022-12-31,15:00:00,Man City,Everton,1,1,1.0,0.0,D,H,1.13,9.0,19.0,1.36,3.2
E0,2022-12-31,15:00:00,Newcastle,Leeds,0,0,0.0,0.0,D,D,1.45,4.5,7.0,1.62,2.3
E0,2022-12-31,17:30:00,Brighton,Arsenal,2,4,0.0,2.0,A,A,3.4,3.5,2.1,1.89,2.04
E0,2023-01-01,14:00:00,Tottenham,Aston Villa,0,2,0.0,0.0,A,D,1.67,4.0,5.0,1.8,2.0
E0,2023-01-01,16:30:00,Nott'm Forest,Chelsea,1,1,0.0,1.0,D,A,5.0,3.8,1.7,2.02,1.91
E0,2023-01-02,17:30:00,Brentford,Liverpool,3,1,2.0,0.0,H,H,5.5,4.33,1.55,1.57,2.38
E0,2023-01-03,19:45:00,Arsenal,Newcastle,0,0,0.0,0.0,D,D,1.8,3.8,4.33,1.8,2.0
E0,2023-01-03,19:45:00,Everton,Brighton,1,4,0.0,1.0,A,A,3.5,3.5,2.1,2.02,1.88
E0,2023-01-03,19:45:00,Leicester,Fulham,0,1,0.0,1.0,A,A,2.2,3.6,3.1,1.73,2.1
E0,2023-01-03,20:00:00,Man United,Bournemouth,3,0,1.0,0.0,H,H,1.29,5.5,11.0,1.53,2.5
E0,2023-01-04,19:30:00,Southampton,Nott'm Forest,0,1,0.0,1.0,A,A,2.0,3.5,3.8,2.06,1.84
E0,2023-01-04,19:45:00,Leeds,West Ham,2,2,1.0,1.0,D,D,2.6,3.5,2.6,1.8,2.0
E0,2023-01-04,20:00:00,Aston Villa,Wolves,1,1,0.0,1.0,D,A,1.95,3.6,4.0,2.08,1.82
E0,2023-01-04,20:00:00,Crystal Palace,Tottenham,0,4,0.0,0.0,A,D,3.4,3.5,2.15,1.92,1.98
E0,2023-01-05,20:00:00,Chelsea,Man City,0,1,0.0,0.0,A,D,5.0,4.0,1.67,1.8,2.0
E0,2023-01-12,20:00:00,Fulham,Chelsea,2,1,1.0,0.0,H,H,3.3,3.5,2.15,1.87,2.03
E0,2023-01-13,20:00:00,Aston Villa,Leeds,2,1,1.0,0.0,H,H,1.91,3.6,4.0,1.8,2.0
E0,2023-01-14,12:30:00,Man United,Man City,2,1,0.0,0.0,H,D,4.2,3.6,1.85,1.73,2.1
E0,2023-01-14,15:00:00,Brighton,Liverpool,3,0,0.0,0.0,H,D,3.4,3.6,2.1,1.57,2.38
E0,2023-01-14,15:00:00,Everton,Southampton,1,2,1.0,0.0,A,H,2.25,3.25,3.3,2.1,1.73
E0,2023-01-14,15:00:00,Nott'm Forest,Leicester,2,0,0.0,0.0,H,D,2.7,3.3,2.63,2.03,1.87
E0,2023-01-14,15:00:00,Wolves,West Ham,1,0,0.0,0.0,H,D,2.63,3.3,2.7,2.2,1.67
E0,2023-01-14,17:30:00,Brentford,Bournemouth,2,0,1.0,0.0,H,H,1.65,4.0,5.25,1.8,2.0
E0,2023-01-15,14:00:00,Chelsea,Crystal Palace,1,0,0.0,0.0,H,D,1.62,4.0,5.25,2.02,1.88
E0,2023-01-15,14:00:00,Newcastle,Fulham,1,0,0.0,0.0,H,D,1.5,4.33,6.5,1.73,2.1
E0,2023-01-15,16:30:00,Tottenham,Arsenal,0,2,0.0,2.0,A,A,3.1,3.6,2.2,1.8,2.0
E0,2023-01-18,20:00:00,Crystal Palace,Man United,1,1,0.0,1.0,D,A,4.5,3.6,1.8,1.97,1.93
E0,2023-01-19,20:00:00,Man City,Tottenham,4,2,0.0,2.0,H,A,1.36,5.0,8.5,1.53,2.5
E0,2023-01-21,12:30:00,Liverpool,Chelsea,0,0,0.0,0.0,D,D,1.85,3.75,4.0,1.73,2.1
E0,2023-01-21,15:00:00,Bournemouth,Nott'm Forest,1,1,1.0,0.0,D,H,2.75,3.1,2.75,2.3,1.62
E0,2023-01-21,15:00:00,Leicester,Brighton,2,2,1.0,1.0,D,D,3.6,3.5,2.05,1.86,2.04
E0,2023-01-21,15:00:00,Southampton,Aston Villa,0,1,0.0,0.0,A,D,2.88,3.25,2.55,2.1,1.73
E0,2023-01-21,15:00:00,West Ham,Everton,2,0,2.0,0.0,H,H,1.8,3.75,4.75,2.1,1.73
E0,2023-01-21,17:30:00,Crystal Palace,Newcastle,0,0,0.0,0.0,D,D,4.4,3.5,1.85,2.1,1.73
E0,2023-01-22,14:00:00,Leeds,Brentford,0,0,0.0,0.0,D,D,2.38,3.6,2.88,1.67,2.2
E0,2023-01-22,14:00:00,Man City,Wolves,3,0,1.0,0.0,H,H,1.2,8.0,11.0,1.5,2.63
E0,2023-01-22,16:30:00,Arsenal,Man United,3,2,1.0,1.0,H,D,1.8,3.8,4.2,1.73,2.1
E0,2023-01-23,20:00:00,Fulham,Tottenham,0,1,0.0,1.0,A,A,3.3,3.6,2.1,1.73,2.1
E0,2023-02-03,20:00:00,Chelsea,Fulham,0,0,0.0,0.0,D,D,1.62,4.0,5.25,1.91,1.99
E0,2023-02-04,12:30:00,Everton,Arsenal,1,0,0.0,0.0,H,D,8.5,4.5,1.4,1.87,2.03
E0,2023-02-04,15:00:00,Aston Villa,Leicester,2,4,2.0,3.0,A,A,1.95,3.6,3.8,1.94,1.96
E0,2023-02-04,15:00:00,Brentford,Southampton,3,0,2.0,0.0,H,H,1.85,3.6,4.2,2.04,1.86
E0,2023-02-04,15:00:00,Brighton,Bournemouth,1,0,0.0,0.0,H,D,1.33,5.25,8.5,1.73,2.1
E0,2023-02-04,15:00:00,Man United,Crystal Palace,2,1,1.0,0.0,H,H,1.4,4.75,8.0,1.88,2.02
E0,2023-02-04,15:00:00,Wolves,Liverpool,3,0,2.0,0.0,H,H,4.0,3.8,1.85,1.8,2.0
E0,2023-02-04,17:30:00,Newcastle,West Ham,1,1,1.0,1.0,D,D,1.6,3.8,6.0,2.0,1.8
E0,2023-02-05,14:00:00,Nott'm Forest,Leeds,1,0,1.0,0.0,H,H,2.63,3.3,2.7,1.94,1.96
E0,2023-02-05,16:30:00,Tottenham,Man City,1,0,1.0,0.0,H,H,4.33,4.2,1.73,1.67,2.2
E0,2023-02-08,20:00:00,Man United,Leeds,2,2,0.0,1.0,D,A,1.45,5.0,6.0,1.57,2.38
E0,2023-02-11,12:30:00,West Ham,Chelsea,1,1,1.0,1.0,D,D,3.3,3.3,2.25,2.2,1.67
E0,2023-02-11,15:00:00,Arsenal,Brentford,1,1,0.0,0.0,D,D,1.44,4.75,7.0,1.73,2.1
E0,2023-02-11,15:00:00,Crystal Palace,Brighton,1,1,0.0,0.0,D,D,3.8,3.5,2.0,2.0,1.8
E0,2023-02-11,15:00:00,Fulham,Nott'm Forest,2,0,1.0,0.0,H,H,1.91,3.5,4.33,2.1,1.73
E0,2023-02-11,15:00:00,Leicester,Tottenham,4,1,3.0,1.0,H,H,3.4,3.6,2.1,1.73,2.1
E0,2023-02-11,15:00:00,Southampton,Wolves,1,2,1.0,0.0,A,H,2.9,3.2,2.55,2.3,1.62
E0,2023-02-11,17:30:00,Bournemouth,Newcastle,1,1,1.0,1.0,D,D,6.5,4.0,1.53,2.04,1.86
E0,2023-02-12,14:00:00,Leeds,Man United,0,2,0.0,0.0,A,D,3.75,3.8,1.91,1.67,2.2
